year,parent_entity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_emissions_MtCO2e
1997,Woodside Energy,131.8860369,Bcf/yr,7.047165525,0.012230807,0.201081883,1.949194892,0.069614103,9.613224714
1998,Woodside Energy,13,Million bbl/yr,4.828559008,0.076989596,0.018505901,0.260058153,0.009287791,5.184112659
1998,Woodside Energy,149.91,Bcf/yr,8.010253463,0.013902308,0.228562369,2.215578033,0.079127787,10.92699842
1999,Woodside Energy,13,Million bbl/yr,4.828559008,0.076989596,0.018505901,0.260058153,0.009287791,5.184112659
1999,Woodside Energy,152.19,Bcf/yr,8.132082413,0.014113749,0.232038603,2.249275038,0.080331251,11.09318851
2000,Woodside Energy,39.8,Million bbl/yr,14.78281912,0.235706611,0.056656529,0.796178039,0.02843493,15.8713603
2000,Woodside Energy,143.64,Bcf/yr,7.67522385,0.013320842,0.219002727,2.122911272,0.07581826,10.46997567
2001,Woodside Energy,37.8,Million bbl/yr,14.03996388,0.223862057,0.053809467,0.756169092,0.027006039,15.0738045
2001,Woodside Energy,162.45,Bcf/yr,8.680312688,0.015065238,0.247681655,2.400911557,0.085746841,11.84104391
2002,Woodside Energy,35.9,Million bbl/yr,13.33425141,0.212609732,0.051104759,0.718160593,0.025648593,14.3161265
2002,Woodside Energy,161.31,Bcf/yr,8.619398213,0.014959517,0.245943538,2.384063055,0.085145109,11.75794887
2003,Woodside Energy,29.6,Million bbl/yr,10.99425743,0.175299389,0.042136514,0.592132411,0.021147586,11.80382575
2003,Woodside Energy,177.27,Bcf/yr,9.472200863,0.016439611,0.270277175,2.619942085,0.09356936,12.9212795
2004,Woodside Energy,25.9,Million bbl/yr,9.619975254,0.153386965,0.03686945,0.51811586,0.018504138,10.32834753
2004,Woodside Energy,179.55,Bcf/yr,9.594029813,0.016651053,0.273753408,2.653639089,0.094772825,13.08746959
2005,Woodside Energy,24.7,Million bbl/yr,9.174262115,0.146280233,0.035161213,0.494110492,0.017646803,9.849814053
2005,Woodside Energy,199.5,Bcf/yr,10.66003313,0.01850117,0.304170454,2.948487877,0.105303138,14.54163288
2006,Woodside Energy,35.6,Million bbl/yr,13.22282313,0.210833049,0.050677699,0.712159251,0.025434259,14.19649313
2006,Woodside Energy,194.94,Bcf/yr,10.41637523,0.018078286,0.297217986,2.881093869,0.10289621,14.2092527
2007,Woodside Energy,43.8,Million bbl/yr,16.26852958,0.259395717,0.062350653,0.876195932,0.031292712,17.46647188
2007,Woodside Energy,199.5,Bcf/yr,10.66003313,0.01850117,0.304170454,2.948487877,0.105303138,14.54163288
2008,Woodside Energy,39.5,Million bbl/yr,14.67139083,0.233929928,0.05622947,0.790176697,0.028220596,15.75172693
2008,Woodside Energy,213.75,Bcf/yr,11.42146406,0.019822682,0.325896915,3.159094154,0.112824791,15.58032094
2009,Woodside Energy,41,Million bbl/yr,15.22853226,0.242813343,0.058364766,0.820183407,0.029292265,16.34989377
2009,Woodside Energy,226.29,Bcf/yr,12.09152329,0.020985613,0.3450162,3.344427678,0.119443846,16.49436643
2010,Woodside Energy,34.7,Million bbl/yr,12.88853828,0.205503,0.049396522,0.694155225,0.024791258,13.83759302
2010,Woodside Energy,213.75,Bcf/yr,11.42146406,0.019822682,0.325896915,3.159094154,0.112824791,15.58032094
2011,Woodside Energy,28,Million bbl/yr,10.39997325,0.165823746,0.039858865,0.560125254,0.020004473,11.16578111
2011,Woodside Energy,207.48,Bcf/yr,11.08643445,0.019241217,0.316337272,3.066427392,0.109515264,15.12329819
2012,Woodside Energy,27.2,Million bbl/yr,10.10283116,0.161085925,0.03872004,0.544121675,0.019432917,10.8467588
2012,Woodside Energy,322.05,Bcf/yr,17.20833919,0.029866174,0.491018018,4.759701859,0.169989352,23.47435022
2013,Woodside Energy,19.5,Million bbl/yr,7.242838512,0.115484395,0.027758852,0.39008723,0.013931687,7.776168989
2013,Woodside Energy,378.48,Bcf/yr,20.2236057,0.035099362,0.577054804,5.593702715,0.199775097,27.58755494
2014,Woodside Energy,21.5,Million bbl/yr,7.985693744,0.127328948,0.030605914,0.430096177,0.015360578,8.573724783
2014,Woodside Energy,408.12,Bcf/yr,21.80738205,0.037848107,0.622245842,6.031763772,0.215420135,29.74802611
2015,Woodside Energy,21.6,Million bbl/yr,8.022836506,0.127921176,0.030748267,0.432096624,0.015432022,8.613602573
2015,Woodside Energy,403.56,Bcf/yr,21.56372415,0.037425223,0.615293375,5.964369763,0.213013206,29.41564593
2016,Woodside Energy,18.3,Million bbl/yr,6.797125373,0.108377663,0.026050615,0.366081862,0.013074352,7.297635513
2016,Woodside Energy,436.05,Bcf/yr,23.29978669,0.040438271,0.664829706,6.444552074,0.230162574,31.78385472
2017,Woodside Energy,16.7,Million bbl/yr,6.202841187,0.09890202,0.023772966,0.334074705,0.011931239,6.659590878
2017,Woodside Energy,384.75,Bcf/yr,20.55863531,0.035680827,0.586614446,5.686369477,0.203084624,28.04457769
2018,Woodside Energy,14.9,Million bbl/yr,5.534271478,0.088241922,0.02121061,0.298066653,0.010645238,5.941790663
2018,Woodside Energy,422.94,Bcf/yr,22.59927023,0.03922248,0.644841362,6.2507943,0.223242654,30.8282617
2019,Woodside Energy,16.3,Million bbl/yr,6.054270141,0.096533109,0.023203553,0.326072915,0.011645461,6.500079719
2019,Woodside Energy,417.81,Bcf/yr,22.32515509,0.038746735,0.637019836,6.17497604,0.220534859,30.454334
2020,Woodside Energy,20,Million bbl/yr,7.42855232,0.118445533,0.028470618,0.400089467,0.01428891,7.975557938
2020,Woodside Energy,457.71,Bcf/yr,24.45716171,0.042446969,0.697853927,6.764673615,0.241595486,33.36266057
2021,Woodside Energy,17.8,Million bbl/yr,6.611411565,0.105416524,0.02533885,0.356079625,0.012717129,7.098246564
2021,Woodside Energy,417.81,Bcf/yr,22.32515509,0.038746735,0.637019836,6.17497604,0.220534859,30.454334
1987,YPF,156.2,Million bbl/yr,58.01699362,0.925059613,0.222355524,3.124698736,0.111596383,62.28910749
1987,YPF,659.6,Bcf/yr,35.2449015,0.061169782,1.005668327,9.748484229,0.348160151,48.07850148
1988,YPF,161.1,Million bbl/yr,59.83698894,0.954078769,0.229330825,3.222720655,0.115097166,64.24311919
1988,YPF,757.4,Bcf/yr,40.47072225,0.070239529,1.154780459,11.19390836,0.399782441,55.20718166
1989,YPF,167.2,Million bbl/yr,62.1026974,0.990204656,0.238014363,3.344747943,0.119455284,66.67566436
1989,YPF,846.2,Bcf/yr,45.21563925,0.078474636,1.290170616,12.506318,0.446654214,61.67984832
1990,YPF,174.8,Million bbl/yr,64.92554728,1.035213959,0.248833198,3.49678194,0.124885069,69.70637637
1990,YPF,816.1,Bcf/yr,43.60728338,0.075683231,1.244278232,12.06145843,0.430766372,59.48584757
1991,YPF,178.9,Million bbl/yr,66.4484005,1.059495293,0.254669675,3.578800281,0.127814296,71.34136575
1991,YPF,432,Bcf/yr,23.08338,0.040062683,0.658654817,6.384695553,0.228024841,31.48864864
1992,YPF,109.9,Million bbl/yr,40.819895,0.650858204,0.156446044,2.19849162,0.078517558,43.82569087
1992,YPF,457.7,Bcf/yr,24.45662738,0.042446042,0.69783868,6.764525821,0.241590208,33.36193167
1993,YPF,115.4,Million bbl/yr,42.86274689,0.683430726,0.164275464,2.308516224,0.082447008,46.0189693
1993,YPF,448.5,Bcf/yr,23.96503688,0.041592855,0.683811772,6.628555453,0.236734123,32.69134008
1994,YPF,138.9,Million bbl/yr,51.59129586,0.822604227,0.197728439,2.778621347,0.099236477,55.39024988
1994,YPF,445.25,Bcf/yr,23.79137719,0.041291458,0.678856614,6.580522443,0.235018659,32.45444631
1995,YPF,162.4,Million bbl/yr,60.31984484,0.961777728,0.231181415,3.248726471,0.116025945,64.76153045
1995,YPF,442,Bcf/yr,23.6177175,0.04099006,0.673901456,6.532489432,0.233303194,32.21755254
1996,YPF,173,Million bbl/yr,64.25697757,1.024553861,0.246270842,3.460773888,0.123599067,68.98857616
1996,YPF,465.7,Bcf/yr,24.88409738,0.043187944,0.710035991,6.882760924,0.24581289,33.94505479
1997,YPF,182.5,Million bbl/yr,67.78553992,1.080815489,0.259794386,3.650816385,0.130386299,72.77696618
1997,YPF,485.1,Bcf/yr,25.92071213,0.044987055,0.739614472,7.169481049,0.256052895,35.35912836
1998,YPF,189.3,Million bbl/yr,70.31124771,1.12108697,0.269474396,3.786846804,0.135244529,75.48865588
1998,YPF,518.7,Bcf/yr,27.71608613,0.048103041,0.79084318,7.666068481,0.27378816,37.80824548
2012,YPF,100.74,Million bbl/yr,37.41761804,0.59661015,0.143406501,2.015250644,0.071973237,40.17288533
2012,YPF,375.585,Bcf/yr,20.06891499,0.034830886,0.572640901,5.550916388,0.198247014,27.37653726
2013,YPF,102,Million bbl/yr,37.88561683,0.604072218,0.14520015,2.040456281,0.072873439,40.67534548
2013,YPF,378,Bcf/yr,20.1979575,0.035054848,0.576322965,5.586608609,0.199521736,27.55256756
2014,YPF,107,Million bbl/yr,39.74275491,0.633683602,0.152317804,2.140478648,0.076445666,42.66923497
2014,YPF,471,Bcf/yr,25.16729625,0.043679453,0.71811671,6.96109168,0.248610417,34.33137386
2015,YPF,109,Million bbl/yr,40.48561014,0.645528155,0.155164866,2.180487594,0.077874557,43.46679076
2015,YPF,452,Bcf/yr,24.152055,0.041917437,0.689148096,6.680283311,0.238581547,32.94645644
2016,YPF,109,Million bbl/yr,40.48561014,0.645528155,0.155164866,2.180487594,0.077874557,43.46679076
2016,YPF,457,Bcf/yr,24.41922375,0.042381126,0.696771415,6.75418025,0.241220723,33.3109084
2017,YPF,102,Million bbl/yr,37.88561683,0.604072218,0.14520015,2.040456281,0.072873439,40.67534548
2017,YPF,475,Bcf/yr,25.38103125,0.044050404,0.724215366,7.020209231,0.250721758,34.62293542
2018,YPF,97,Million bbl/yr,36.02847875,0.574460835,0.138082495,1.940433914,0.069301211,38.681456
2018,YPF,461,Bcf/yr,24.63295875,0.042752076,0.702870071,6.813297801,0.243332064,33.60246996
